"@id","State__@id","State__City__@id","State__City__Station__@id","State__City__Station__@lastupdate","State__City__Station__@latitude","State__City__Station__@longitude","State__City__Station__Pollutant_Index__@id","State__City__Station__Pollutant_Index__@Min","State__City__Station__Pollutant_Index__@Max","State__City__Station__Pollutant_Index__@Avg","State__City__Station__Air_Quality_Index__@Value","State__City__Station__Air_Quality_Index__@Predominant_Parameter"
"","","","","","","","NO2","NA","NA","NA","",""
"","","","","","","","NH3","NA","NA","NA","",""
"","","","","","","","SO2","33","33","33","",""
"","","","","","","","CO","22","82","51","",""
"","","","","","","","OZONE","1","3","1","",""
"","","Byasanagar","Ferro Chrome Colony, Byasanagar - OSPCB","20-11-2023 12:00:00","20.94185","86.1151","PM2.5","28","127","62","93","CO"
"","","","","","","","PM10","39","114","68","",""
"","","","","","","","NO2","8","25","13","",""
"","","","","","","","NH3","1","2","2","",""
"","","","","","","","SO2","2","11","4","",""
"","","","","","","","CO","59","102","93","",""
"","","","","","","","OZONE","13","97","40","",""
"","","Cuttack","CDA Area, Cuttack - OSPCB","20-11-2023 12:00:00","20.48891","85.84768","PM2.5","48","117","76","96","PM10"
"","","","","","","","PM10","62","131","96","",""
"","","","","","","","NO2","11","38","22","",""
"","","","","","","","NH3","2","4","2","",""
"","","","","","","","SO2","4","41","10","",""
"","","","","","","","CO","28","55","37","",""
"","","","","","","","OZONE","12","62","23","",""
"","","Keonjhar","Jagamohanpur, Keonjhar - OSPCB","20-11-2023 12:00:00","21.6439","85.599355","PM2.5","44","88","69","87","PM10"
"","","","","","","","PM10","61","115","87","",""
"","","","","","","","NO2","26","71","47","",""
"","","","","","","","NH3","10","15","12","",""
"","","","","","","","SO2","9","11","10","",""
"","","","","","","","CO","12","78","36","",""
"","","","","","","","OZONE","3","16","6","",""
"","","Nayagarh","Dabuna, Nayagarh - OSPCB","20-11-2023 12:00:00","21.847279","85.416905","PM2.5","39","76","59","95","PM10"
"","","","","","","","PM10","70","123","95","",""
"","","","","","","","NO2","28","71","45","",""
"","","","","","","","NH3","3","16","7","",""
"","","","","","","","SO2","3","6","4","",""
"","","","","","","","CO","13","18","16","",""
"","","","","","","","OZONE","1","19","4","",""
"","","Rairangpur","Divisional Forest Office, Rairangpur - OSPCB","20-11-2023 12:00:00","22.265816","86.174829","PM2.5","40","128","71","74","PM10"
"","","","","","","","PM10","54","103","74","",""
"","","","","","","","NO2","7","8","7","",""
"","","","","","","","NH3","3","3","3","",""
"","","","","","","","SO2","6","13","9","",""
"","","","","","","","CO","12","48","19","",""
"","","","","","","","OZONE","29","116","47","",""
"","","Rourkela","Raghunathpali, Rourkela - OSPCB","20-11-2023 12:00:00","22.220833","84.809444","PM2.5","29","186","80","98","PM10"
"","","","","","","","PM10","35","415","98","",""
"","","","","","","","NO2","20","46","26","",""
"","","","","","","","NH3","3","6","5","",""
"","","","","","","","SO2","1","4","2","",""
"","","","","","","","CO","17","102","41","",""
"","","","","","","","OZONE","5","42","13","",""
"","","","Sector-2, Rourkela - OSPCB","20-11-2023 12:00:00","22.245","84.88111111","PM2.5","NA","NA","NA","",""
"","","","","","","","NO2","NA","NA","NA","",""
"","","","","","","","CO","17","17","17","",""
"","","Suakati","OMC Colony, Suakati - OSPCB","20-11-2023 12:00:00","21.606865","85.510538","PM2.5","48","93","64","86","PM10"
"","","","","","","","PM10","58","120","86","",""
"","","","","","","","NO2","40","71","48","",""
"","","","","","","","NH3","1","5","4","",""
"","","","","","","","SO2","1","38","6","",""
"","","","","","","","CO","18","42","36","",""
"","","Talcher","Talcher Coalfields,Talcher - OSPCB","20-11-2023 12:00:00","20.9360711","85.1707021","PM2.5","26","318","128","128","PM2.5"
"","","","","","","","PM10","29","211","116","",""
"","","","","","","","NO2","53","72","61","",""
"","","","","","","","NH3","6","7","6","",""
"","","","","","","","SO2","19","44","25","",""
"","","","","","","","CO","4","44","28","",""
"","","","","","","","OZONE","1","23","12","",""
"","","Tensa","Barsua Iron Ore Mines, Tensa - OSPCB","20-11-2023 12:00:00","21.869985","85.167016","PM2.5","24","65","39","78","PM10"
"","","","","","","","PM10","55","108","78","",""
"","","","","","","","NO2","35","93","51","",""
"","","","","","","","NH3","5","8","6","",""
"","","","","","","","SO2","12","19","14","",""
"","","","","","","","CO","14","31","22","",""
"","","","","","","","OZONE","1","23","6","",""
"","Puducherry","Puducherry","Jawahar Nagar, Puducherry - PPCC","20-11-2023 12:00:00","11.9309","79.8027","PM2.5","5","48","23","32","PM10"
"","","","","","","","PM10","23","43","32","",""
"","","","","","","","NO2","8","26","14","",""
"","","","","","","","NH3","1","2","2","",""
"","","","","","","","SO2","1","7","5","",""
"","","","","","","","CO","16","27","19","",""
"","","","","","","","OZONE","7","39","18","",""
"","Punjab","Amritsar","Golden Temple, Amritsar - PPCB","20-11-2023 12:00:00","31.62","74.876512","PM2.5","172","304","261","261","PM2.5"
"","","","","","","","PM10","123","168","151","",""
"","","","","","","","NO2","37","41","39","",""
"","","","","","","","NH3","2","2","2","",""
"","","","","","","","SO2","10","13","12","",""
"","","","","","","","CO","16","21","19","",""
"","","","","","","","OZONE","48","61","54","",""
"","","Bathinda","Hardev Nagar, Bathinda - PPCB","20-11-2023 12:00:00","30.233011","74.907758","PM2.5","160","355","278","278","PM2.5"
"","","","","","","","PM10","121","288","190","",""
"","","","","","","","NO2","30","32","31","",""
"","","","","","","","SO2","2","42","18","",""
"","","","","","","","CO","6","76","26","",""
"","","Jalandhar","Civil Line, Jalandhar - PPCB","20-11-2023 12:00:00","31.321907","75.578914","PM2.5","152","319","226","226","PM2.5"
"","","","","","","","PM10","124","293","144","",""
"","","","","","","","NO2","37","44","41","",""
"","","","","","","","NH3","9","11","10","",""
"","","","","","","","SO2","13","38","20","",""
"","","","","","","","CO","25","104","55","",""
"","","","","","","","OZONE","14","64","24","",""
"","","Khanna","Kalal Majra, Khanna - PPCB","20-11-2023 12:00:00","30.736056","76.209694","PM2.5","90","225","154","155","PM10"
"","","","","","","","PM10","120","406","155","",""
"","","","","","","","NO2","35","38","36","",""
"","","","","","","","NH3","16","17","16","",""
"","","","","","","","SO2","10","49","21","",""
"","","","","","","","CO","44","51","48","",""
"","","","","","","","OZONE","6","76","13","",""
"","","Ludhiana","Punjab Agricultural University, Ludhiana - PPCB","20-11-2023 12:00:00","30.9028","75.8086","PM2.5","70","311","215","215","PM2.5"
"","","","","","","","PM10","98","241","153","",""
"","","","","","","","NO2","28","59","38","",""
"","","","","","","","NH3","5","16","10","",""
"","","","","","","","SO2","7","53","14","",""
"","","","","","","","CO","62","111","93","",""
"","","","","","","","OZONE","6","59","10","",""
"","","Mandi Gobindgarh","RIMT University, Mandi Gobindgarh - PPCB","20-11-2023 12:00:00","30.649961","76.331442","PM2.5","92","281","190","190","PM2.5"
"","","","","","","","PM10","90","156","127","",""
"","","","","","","","NO2","38","39","39","",""
"","","","","","","","NH3","5","5","5","",""
"","","","","","","","SO2","5","29","16","",""
"","","","","","","","CO","18","41","35","",""
"","","","","","","","OZONE","39","41","40","",""
"","","Patiala","Model Town, Patiala - PPCB","20-11-2023 12:00:00","30.349388","76.366642","PM2.5","89","275","187","187","PM2.5"
"","","","","","","","PM10","103","175","143","",""
"","","","","","","","NO2","36","49","44","",""
"","","","","","","","NH3","7","8","7","",""
"","","","","","","","SO2","1","45","16","",""
"","","","","","","","CO","18","62","36","",""
"","","","","","","","OZONE","33","53","35","",""
"","","Rupnagar","Ratanpura, Rupnagar - Ambuja Cements","20-11-2023 12:00:00","31.0325454","76.5623046","PM2.5","91","268","157","236","PM10"
"","","","","","","","PM10","71","460","236","",""
"","","","","","","","SO2","3","6","4","",""
"","","","","","","","CO","41","101","61","",""
"","Rajasthan","Ajmer","Civil Lines,  Ajmer - RSPCB","20-11-2023 12:00:00","26.470859","74.646594","PM2.5","89","253","151","151","PM2.5"
"","","","","","","","PM10","97","182","133","",""
"","","","","","","","NO2","18","82","39","",""
"","","","","","","","NH3","15","22","18","",""
"","","","","","","","SO2","14","17","15","",""
"","","","","","","","CO","16","70","31","",""
"","","","","","","","OZONE","6","78","21","",""
"","","Alwar","Moti Doongri, Alwar - RSPCB","20-11-2023 12:00:00","27.554793","76.611536","PM2.5","84","216","114","114","PM2.5"
"","","","","","","","PM10","79","155","102","",""
"","","","","","","","NO2","48","72","59","",""
"","","","","","","","NH3","7","12","9","",""
"","","","","","","","SO2","10","47","30","",""
"","","","","","","","CO","32","105","69","",""
"","","","","","","","OZONE","8","63","16","",""
"","","Banswara","Rati Talai, Banswara - RSPCB","20-11-2023 12:00:00","23.55519","74.44001","PM2.5","NA","NA","NA","",""
"","","","","","","","PM10","NA","NA","NA","",""
"","","","","","","","NO2","NA","NA","NA","",""
"","","","","","","","SO2","NA","NA","NA","",""
"","","","","","","","CO","42","105","56","",""
"","","","","","","","OZONE","11","175","97","",""
"","","Baran","Bamboliya, Baran - RSPCB","20-11-2023 12:00:00","25.106006","76.469948","PM2.5","154","332","241","241","PM2.5"
"","","","","","","","PM10","120","199","151","",""
"","","","","","","","NO2","21","44","32","",""
"","","","","","","","NH3","7","9","8","",""
"","","","","","","","SO2","7","40","13","",""
"","","","","","","","CO","30","48","40","",""
"","","","","","","","OZONE","29","185","48","",""
"","","Barmer","Railway Colony, Barmer - RSPCB","20-11-2023 12:00:00","25.747299","71.393989","PM2.5","NA","NA","NA","178","OZONE"
"","","","","","","","PM10","109","227","133","",""
"","","","","","","","NO2","8","119","22","",""
"","","","","","","","NH3","7","11","8","",""
"","","","","","","","SO2","3","15","7","",""
"","","","","","","","CO","22","112","27","",""
"","","","","","","","OZONE","13","180","178","",""
"","","Bharatpur","Krishna Nagar, Bharatpur - RSPCB","20-11-2023 12:00:00","27.215415","77.50873","PM2.5","89","363","224","224","PM2.5"
"","","","","","","","PM10","101","400","178","",""
"","","","","","","","NO2","94","140","117","",""
"","","","","","","","NH3","22","60","30","",""
"","","","","","","","SO2","4","11","7","",""
"","","","","","","","CO","63","128","107","",""
"","","","","","","","OZONE","21","29","22","",""
"","","Bhilwara","Pratap Nagar, Bhilwara - RSPCB","20-11-2023 12:00:00","25.339605","74.618883","PM2.5","183","342","268","268","PM2.5"
"","","","","","","","PM10","108","222","145","",""
"","","","","","","","NO2","20","126","42","",""
"","","","","","","","NH3","6","13","8","",""
"","","","","","","","SO2","1","19","8","",""
"","","","","","","","CO","36","104","49","",""
"","","","","","","","OZONE","13","142","52","",""
"","","Bhiwadi","RIICO Ind. Area III, Bhiwadi - RSPCB","20-11-2023 12:00:00","28.194909","76.862296","PM2.5","184","368","299","299","PM2.5"
"","","","","","","","PM10","150","414","283","",""
"","","","","","","","NO2","13","43","19","",""
"","","","","","","","NH3","2","14","11","",""
"","","","","","","","SO2","1","40","21","",""
"","","","","","","","CO","22","66","41","",""
"","","","","","","","OZONE","8","72","19","",""
"","","Bikaner","MM Ground, Bikaner - RSPCB","20-11-2023 12:00:00","28.018792","73.292658","PM2.5","149","500","336","336","PM2.5"
"","","","","","","","PM10","126","500","306","",""
"","","","","","","","NO2","21","81","41","",""
"","","","","","","","NH3","6","9","8","",""
"","","","","","","","SO2","4","15","8","",""
"","","","","","","","CO","40","129","85","",""
"","","","","","","","OZONE","10","133","41","",""
"","","Bundi","New Colony, Bundi - RSPCB","20-11-2023 12:00:00","25.435774","75.644272","PM2.5","187","324","257","257","PM2.5"
"","","","","","","","PM10","127","483","199","",""
"","","","","","","","NO2","7","138","30","",""
"","","","","","","","NH3","6","6","6","",""
"","","","","","","","SO2","4","33","8","",""
"","","","","","","","CO","30","114","39","",""
"","","","","","","","OZONE","5","204","87","",""
"","","Chittorgarh","Shastri Nagar, Chittorgarh - RSPCB","20-11-2023 12:00:00","24.892047","74.623527","PM2.5","91","348","244","244","PM2.5"
"","","","","","","","PM10","108","489","195","",""
"","","","","","","","NO2","23","124","64","",""
"","","","","","","","NH3","4","12","7","",""
"","","","","","","","SO2","2","108","18","",""
"","","","","","","","CO","52","118","90","",""
"","","","","","","","OZONE","6","98","30","",""
"","","Churu","Subash Chowk, Churu - RSPCB","20-11-2023 12:00:00","28.296139","74.961696","PM2.5","121","382","270","270","PM2.5"
"","","","","","","","PM10","102","352","171","",""
"","","","","","","","NO2","17","97","45","",""
"","","","","","","","NH3","8","13","10","",""
"","","","","","","","SO2","10","23","16","",""
"","","","","","","","CO","28","88","59","",""
"","","","","","","","OZONE","4","201","54","",""
"","","Dausa","Khatikan Mohalla, Dausa - RSPCB","20-11-2023 12:00:00","26.895552","76.334753","PM2.5","NA","NA","NA","",""
"","","","","","","","PM10","NA","NA","NA","",""
"","","","","","","","NO2","NA","NA","NA","",""
"","","","","","","","NH3","NA","NA","NA","",""
"","","","","","","","SO2","NA","NA","NA","",""
"","","","","","","","CO","66","90","80","",""
"","","","","","","","OZONE","72","170","91","",""
"","","Dholpur","Raja Ganj, Dholpur - RSPCB","20-11-2023 12:00:00","26.699557","77.898881","PM2.5","NA","NA","NA","",""
"","","","","","","","PM10","NA","NA","NA","",""
"","","","","","","","NO2","NA","NA","NA","",""
"","","","","","","","NH3","NA","NA","NA","",""
"","","","","","","","SO2","NA","NA","NA","",""
"","","","","","","","CO","40","63","56","",""
"","","","","","","","OZONE","126","197","167","",""
"","","Dungarpur","Bhoiwada, Dungarpur - RSPCB","20-11-2023 12:00:00","23.837789","73.714926","PM2.5","243","362","312","312","PM2.5"
"","","","","","","","PM10","115","191","140","",""
"","","","","","","","NO2","19","33","25","",""
"","","","","","","","NH3","9","10","10","",""
"","","","","","","","SO2","3","10","5","",""
"","","","","","","","CO","36","70","41","",""
"","","","","","","","OZONE","12","54","27","",""
"","","Hanumangarh","Housing Board, Hanumangarh - RSPCB","20-11-2023 12:00:00","29.61075","74.283608","PM2.5","233","500","394","394","PM2.5"
"","","","","","","","PM10","187","500","389","",""
"","","","","","","","NO2","15","32","22","",""
"","","","","","","","NH3","12","16","13","",""
"","","","","","","","SO2","10","16","12","",""
"","","","","","","","CO","45","108","83","",""
"","","","","","","","OZONE","7","51","13","",""
"","","Jaipur","Adarsh Nagar, Jaipur - RSPCB","20-11-2023 12:00:00","26.902909","75.836858","PM2.5","142","302","227","227","PM2.5"
"","","","","","","","PM10","107","158","124","",""
"","","","","","","","NO2","25","189","64","",""
"","","","","","","","NH3","4","31","10","",""
"","","","","","","","SO2","14","19","16","",""
"","","","","","","","CO","32","101","47","",""
"","","","","","","","OZONE","13","153","95","",""
"","","","Mansarovar Sector-12, Jaipur - RSPCB","20-11-2023 12:00:00","26.843698","75.766894","PM2.5","98","317","192","192","PM2.5"
"","","","","","","","PM10","109","397","180","",""
"","","","","","","","NO2","13","153","42","",""
"","","","","","","","NH3","7","14","8","",""
"","","","","","","","SO2","3","6","4","",""
"","","","","","","","CO","33","140","87","",""
"","","","","","","","OZONE","4","127","75","",""
"","","","Police Commissionerate, Jaipur - RSPCB","20-11-2023 12:00:00","26.9164092","75.7994901","PM2.5","NA","NA","NA","",""
"","","","","","","","PM10","NA","NA","NA","",""
"","","","","","","","NO2","NA","NA","NA","",""
"","","","","","","","NH3","NA","NA","NA","",""
"","","","","","","","SO2","NA","NA","NA","",""
"","","","","","","","CO","34","108","54","",""
"","","","","","","","OZONE","11","148","88","",""
"","","","RIICO Sitapura, Jaipur - RSPCB","20-11-2023 12:00:00","26.786682","75.827928","PM2.5","87","311","206","206","PM2.5"
"","","","","","","","PM10","84","219","142","",""
"","","","","","","","NO2","14","179","59","",""
